CPC v2,CPA 2008
84342,58.21.20
84391,58.21.30
84392,58.29.40
84393,58.19.21
84394,63.12.10
84399,58.19.29
84410,63.91.11
84420,63.91.12
84510,91.01.11
84520,91.01.12
84611,60.10.12
84612,60.20.20
84621,60.10.20
84622,60.20.32
84622,60.20.31
84631,60.20.13
84631,60.10.11
84631,60.20.11
84631,60.20.12
84631,60.20.14
84632,61.20.50
84632,61.10.51
84632,61.30.20
84633,61.20.50
84633,61.30.20
84633,61.10.52
84634,61.20.50
84634,61.30.20
84634,61.10.53
85111,78.10.11
85112,78.10.12
85121,78.20.11
85121,78.20.12
85121,78.20.13
85121,78.20.14
85121,78.20.15
85121,78.20.16
85121,78.20.19
85121,78.30.11
85121,78.30.12
85121,78.30.13
85121,78.30.14
85121,78.30.15
85121,78.30.16
85121,78.30.19
85122,78.20.11
85122,78.20.12
85122,78.20.13
85122,78.20.14
85122,78.20.15
85122,78.20.16
85122,78.20.19
85122,78.30.11
85122,78.30.12
85122,78.30.13
85122,78.30.14
85122,78.30.15
85122,78.30.16
85122,78.30.19
85123,78.20.11
85123,78.20.12
85123,78.20.13
85123,78.20.14
85123,78.20.15
85123,78.20.16
85123,78.20.19
85123,78.30.11
85123,78.30.12
85123,78.30.13
85123,78.30.14
85123,78.30.15
85123,78.30.16
85123,78.30.19
85124,78.20.11
85124,78.20.12
85124,78.20.13
85124,78.20.14
85124,78.20.15
85124,78.20.16
85124,78.20.19
85124,78.30.11
85124,78.30.12
85124,78.30.13
85124,78.30.14
85124,78.30.15
85124,78.30.16
85124,78.30.19
85125,78.20.11
85125,78.20.12
85125,78.20.13
85125,78.20.14
85125,78.20.15
85125,78.20.16
85125,78.20.19
85125,78.30.11
85125,78.30.12
85125,78.30.13
85125,78.30.14
85125,78.30.15
85125,78.30.16
85125,78.30.19
85210,80.30.10
85220,74.90.15
85230,80.20.10
85240,80.10.11
85250,80.10.12
85290,80.10.19
85310,81.29.11
85320,81.22.11
85330,81.21.10
85340,81.22.12
85340,81.22.13
85340,81.29.19
85400,82.92.10
85511,79.11.11
85512,79.11.12
85513,79.11.13
85514,79.11.14
85519,79.11.19
85521,79.11.21
85522,79.90.31
85523,79.11.22
85524,79.11.23
85531,79.90.32
85539,79.90.39
85540,79.12.12
85540,79.12.11
85550,79.90.20
85561,79.90.11
85562,79.90.12
85910,82.91.11
85920,82.91.12
85931,82.20.10
85939,82.99.12
85940,82.11.10
85951,82.19.11
85952,82.19.12
85953,82.19.12
85954,82.19.13
85961,82.30.11
85962,82.30.12
85970,81.30.10
85991,63.99.10
85999,81.10.10
85999,82.99.11
85999,82.99.19
86111,01.63.10
86112,01.64.10
86119,01.61.10
86121,01.62.10
86129,96.09.11
86130,01.70.10
86140,02.10.20
86140,02.40.10
86150,03.00.71
86150,03.00.72
86211,09.10.11
86211,09.10.12
86211,09.10.13
86219,09.90.11
86219,09.90.19
86311,35.12.10
86312,35.13.10
86320,35.22.10
86330,36.00.20
86340,35.30.12
86340,35.30.22
86350,36.00.20
87110,33.11.11
87110,33.11.12
87110,33.11.13
87110,33.11.14
87110,33.11.19
87120,33.12.16
87130,95.11.10
87141,45.20.11
87141,45.20.12
87141,45.20.13
87141,45.20.14
87141,45.20.30
87142,45.40.50
87143,45.20.21
87143,45.20.22
87143,45.20.23
87149,30.30.60
87149,33.15.10
87149,33.16.10
87149,33.17.11
87149,33.17.19
87151,95.22.10
87152,33.14.11
87152,33.14.19
87153,95.12.10
87154,33.13.11
87154,33.13.12
87154,33.13.13
87154,33.13.19
87155,95.21.10
87156,33.12.11
87156,33.12.12
87156,33.12.13
87156,33.12.14
87156,33.12.15
87156,33.12.17
87156,33.12.18
87156,33.12.19
87156,33.12.21
87156,33.12.22
87156,33.12.23
87156,33.12.24
87156,33.12.25
87156,33.12.26
87156,33.12.27
87156,33.12.28
87156,33.12.29
87157,43.29.19
87159,33.19.10
87210,95.23.10
87220,95.25.12
87220,95.25.11
87230,95.29.11
87240,95.24.10
87290,95.29.12
87290,95.29.13
87290,95.29.14
87290,95.29.19
87310,33.20.12
87310,33.20.11
87320,33.20.29
87320,33.20.31
87320,33.20.32
87320,33.20.33
87320,33.20.34
87320,33.20.35
87320,33.20.36
87320,33.20.37
87320,33.20.38
87320,33.20.39
87320,33.20.60
87331,33.20.39
87332,62.09.10
87333,33.20.21
87340,33.20.42
87350,33.20.41
87360,33.20.50
87390,33.20.70
88110,10.11.99
88110,10.12.99
88110,10.13.91
88110,10.13.99
88120,10.20.91
88120,10.20.99
88130,10.31.91
88130,10.31.99
88130,10.32.99
88130,10.39.91
88130,10.39.99
88140,10.41.99
88140,10.42.99
88150,10.51.99
88150,10.52.99
88161,10.61.99
88162,10.62.99
88163,10.71.99
88163,10.72.99
88164,10.81.99
88165,10.82.99
88166,10.73.99
88167,10.85.99
88169,10.83.99
88169,10.84.99
88169,10.86.99
88169,10.89.99
88170,10.91.99
88170,10.92.99
88181,11.01.99
88182,11.02.99
88182,11.03.99
88182,11.04.99
88183,11.05.99
88183,11.06.99
88184,11.07.99
88190,12.00.99
88211,13.10.93
88211,13.10.99
88212,13.20.99
88213,13.30.11
88213,13.30.12
88213,13.30.13
88213,13.30.14
88213,13.30.19
88214,13.91.99
88215,13.92.99
88216,13.93.99
88217,13.94.99
88219,13.95.99
88219,13.96.99
88219,13.99.99
88221,14.11.99
88221,14.12.99
88221,14.13.99
88221,14.14.99
88221,14.19.99
88222,14.20.99
88223,14.31.99
88223,14.39.99
88231,15.11.99
88232,15.12.99
88233,15.20.99
88311,16.10.91
88311,16.10.99
88312,16.21.91
88312,16.21.99
88313,16.22.99
88313,16.23.99
88314,16.24.99
88319,16.29.91
88319,16.29.99
88321,17.11.99
88321,17.12.99
88322,17.21.99
88329,17.22.99
88329,17.23.99
88329,17.24.99
88329,17.29.99
88411,19.10.99
88412,19.20.99
88421,20.11.99
88421,20.12.99
88421,20.13.99
88421,20.14.99
88422,20.15.99
88423,20.16.99
88423,20.17.99
88424,20.20.99
88425,20.30.99
88426,20.41.99
88426,20.42.99
88427,20.51.99
88427,20.52.99
88427,20.53.99
88427,20.59.99
88429,20.60.99
88430,21.10.99
88430,21.20.99
88511,22.11.99
88512,22.19.99
88520,22.21.99
88520,22.22.99
88520,22.23.99
88520,22.29.91
88520,22.29.99
88531,23.11.99
88531,23.12.99
88531,23.13.91
88531,23.13.92
88531,23.13.99
88531,23.14.99
88531,23.19.91
88531,23.19.99
88532,23.20.99
88533,23.31.99
88533,23.32.99
88534,23.41.99
88534,23.42.99
88534,23.43.99
88534,23.44.99
88534,23.49.99
88535,23.51.99
88535,23.52.99
88536,23.61.99
88536,23.62.99
88536,23.63.99
88536,23.64.99
88536,23.65.99
88536,23.69.99
88537,23.70.99
88539,23.91.99
88539,23.99.99
88601,24.10.99
88601,24.20.99
88601,24.31.99
88601,24.32.99
88601,24.33.99
88601,24.34.99
88602,24.41.99
88602,24.42.99
88602,24.43.99
88602,24.44.99
88602,24.45.99
88602,24.46.99
88711,25.11.99
88711,25.12.99
88712,25.21.99
88712,25.29.99
88713,25.30.99
88720,25.40.99
88731,25.61.11
88731,25.61.12
88731,25.61.21
88731,25.61.22
88732,25.62.10
88732,25.62.20
88733,25.71.99
88733,25.72.99
88733,25.73.99
88739,25.91.99
88739,25.92.99
88739,25.93.99
88739,25.94.99
88739,25.99.99
88741,26.11.91
88741,26.11.99
88741,26.12.91
88741,26.12.99
88742,26.20.91
88742,26.20.99
88743,26.30.99
88744,26.40.99
88745,26.51.99
88746,26.52.99
88747,26.60.91
88747,26.60.99
88748,26.70.99
88749,26.80.99
88751,27.11.99
88751,27.12.99
88752,27.20.99
88753,27.31.99
88754,27.32.99
88755,27.33.99
88756,27.40.99
88757,27.51.99
88757,27.52.99
88759,27.90.99
88761,28.11.99
88762,28.12.99
88763,28.13.99
88763,28.14.99
88764,28.15.99
88765,28.21.99
88766,28.22.99
88767,28.23.91
88767,28.23.99
88768,28.24.99
88769,28.25.99
88769,28.29.99
88771,28.30.99
88772,28.41.99
88772,28.49.99
88773,28.91.99
88774,28.92.99
88775,28.93.99
88776,28.94.99
88779,28.95.99
88779,28.96.99
88779,28.99.99
88811,29.10.99
88812,29.20.40
88812,29.20.50
88812,29.20.99
88813,29.31.99
88813,29.32.91
88813,29.32.92
88813,29.32.99
88821,30.11.91
88821,30.11.92
88821,30.11.99
88822,30.12.99
88823,30.20.91
88823,30.20.99
88824,30.30.99
88825,30.40.99
88826,30.91.99
88827,30.92.99
88829,30.99.99
88901,31.00.91
88901,31.00.99
88901,31.01.99
88901,31.02.99
88901,31.03.99
88901,31.09.91
88901,31.09.99
88902,32.11.99
88902,32.12.99
88903,32.13.99
88904,32.20.99
88905,32.30.99
88906,32.40.99
88907,32.50.99
88909,32.91.99
88909,32.99.60
88909,32.99.99
89110,58.11.50
89121,18.11.10
89121,18.12.11
89121,18.12.12
89121,18.12.13
89121,18.12.14
89121,18.12.15
89121,18.12.16
89121,18.12.19
89122,18.13.10
89122,18.13.30
89122,18.14.10
89123,18.20.10
89123,18.20.20
89123,18.20.30
89200,22.29.99
89310,24.51.11
89310,24.51.12
89310,24.51.13
89310,24.51.99
89310,24.52.10
89320,24.53.10
89320,24.54.10
89330,25.50.11
89330,25.50.12
89330,25.50.13
89330,25.50.20
89410,38.32.11
89420,38.32.12
91111,84.11.11
91112,84.11.12
91113,84.11.13
91114,84.11.14
91119,84.11.19
91121,84.12.11
91122,84.12.12
91123,84.12.13
91124,84.12.14
91131,84.13.11
91132,84.13.12
91133,84.13.13
91134,84.13.14
91135,84.13.15
91136,84.13.16
91137,84.13.17
91138,84.13.18
91191,84.11.21
91199,84.11.29
91210,84.21.11
91220,84.21.12
91230,84.21.13
91240,84.22.11
91250,84.22.12
91260,84.24.11
91260,84.25.11
91260,84.25.19
91270,84.23.11
91280,84.23.12
91290,84.24.19
91310,84.30.11
91320,84.30.12
91330,84.30.13
91340,84.30.14
92100,85.10.10
92200,85.20.11
92200,85.20.12
92310,85.31.11
92310,85.31.12
92320,85.32.11
92320,85.32.12
92330,85.31.13
92330,85.31.14
92340,85.32.13
92340,85.32.14
92410,85.41.11
92410,85.41.12
92420,85.41.13
92420,85.41.14
92510,85.42.11
92510,85.42.12
92520,85.42.15
92520,85.42.13
92520,85.42.14
92520,85.42.16
92911,85.52.11
92911,85.52.12
92911,85.52.19
92911,85.52.13
92912,85.51.10
92919,85.53.11
92919,85.53.12
92919,85.59.11
92919,85.59.12
92919,85.59.13
92919,85.59.19
92920,85.60.10
93111,86.10.11
93112,86.10.12
93113,86.10.14
93119,86.10.15
93119,86.10.13
93119,86.10.19
93121,86.21.10
93122,86.22.11
93122,86.22.19
93123,86.23.11
93123,86.23.19
93191,86.90.11
93192,86.90.12
93193,86.90.13
93194,86.90.14
93195,86.90.15
93196,86.90.17
93197,86.90.16
93199,86.90.18
93199,86.90.19
93210,87.10.10
93221,87.30.11
93222,87.30.12
93223,87.30.13
93301,87.20.11
93302,87.90.11
93303,87.20.12
93304,87.90.12
93304,87.90.13
93411,88.10.13
93412,88.99.13
93491,88.10.12
93491,88.10.11
93492,88.91.12
93493,88.10.15
93493,88.10.14
93510,88.91.13
93510,88.91.11
93520,88.99.11
93530,88.99.12
93590,88.99.19
94110,37.00.11
94120,37.00.12
94211,38.12.11
94212,38.12.12
94219,38.12.13
94221,38.11.11
94229,38.11.19
94231,38.11.21
94239,38.11.29
94311,38.12.30
94312,38.31.11
94312,38.31.12
94313,38.11.61
94319,38.21.10
94319,38.11.69
94321,38.22.11
94321,38.22.19
94322,38.22.21
94322,38.22.29
94331,38.21.21
94332,38.21.22
94333,38.21.23
94339,38.21.29
94411,39.00.13
94412,39.00.12
94413,39.00.11
94420,39.00.21
94430,39.00.14
94490,39.00.22
94510,81.29.12
94590,81.29.13
94900,39.00.23
95110,94.11.10
95120,94.12.10
95200,94.20.10
95910,94.91.10
95920,94.92.10
95991,94.99.11
95992,94.99.12
95993,94.99.13
95994,94.99.14
95995,94.99.15
95996,94.99.20
95997,94.99.16
95998,94.99.17
95999,94.99.19
96111,59.20.11
96112,59.20.12
96113,59.20.13
96121,59.11.11
96121,59.11.12
96121,59.11.13
96122,59.20.21
96123,59.11.21
96123,59.20.22
96131,59.12.11
96132,59.12.12
96133,59.12.13
96134,59.12.14
96135,59.12.15
96136,59.12.16
96137,59.12.17
96139,59.12.19
96140,59.13.12
96150,59.14.10
96210,90.02.12
96220,90.02.11
96230,90.04.10
96290,90.02.19
96310,90.01.10
96320,90.03.11
96330,90.03.12
96411,91.02.10
96412,91.03.10
96421,91.04.11
96422,91.04.12
96511,93.19.11
96512,93.12.10
96520,93.11.10
96590,93.19.19
96610,93.19.12
96620,93.19.13
96910,93.21.10
96921,92.00.14
96921,92.00.21
96929,92.00.19
96929,92.00.11
96929,92.00.12
96929,92.00.13
96929,92.00.29
96930,93.29.22
96990,93.29.11
96990,93.29.19
96990,93.29.29
96990,93.29.21
97110,96.01.11
97120,96.01.12
97130,96.01.19
97140,96.01.13
97150,96.01.14
97210,96.02.11
97210,96.02.12
97220,96.02.13
97230,93.13.10
97230,96.04.10
97290,96.02.19
97310,96.03.11
97320,96.03.12
97910,96.09.12
97990,96.09.13
97990,96.09.19
98000,97.00.10
99000,99.00.10
