HS 2012,SITC Rev. 4,Relationship
2814.2,522.61,n:1
2815.11,522.62,1:1
2815.12,522.63,1:1
2815.2,522.64,n:1
2815.3,522.64,n:1
2816.1,522.65,n:1
2816.4,522.65,n:1
2817,522.51,1:1
2818.1,522.67,1:1
2818.2,285.2,1:1
2818.3,522.66,1:1
2819.1,522.52,n:1
2819.9,522.52,n:1
2820.1,522.53,n:1
2820.9,522.53,n:1
2821.1,522.54,n:1
2821.2,522.54,n:1
2822,522.55,1:1
2823,522.56,1:1
2824.1,522.57,n:1
2824.9,522.57,n:1
2825.1,522.68,1:1
2825.2,522.69,n:1
2825.3,522.69,n:1
2825.4,522.69,n:1
2825.5,522.69,n:1
2825.6,522.69,n:1
2825.7,522.69,n:1
2825.8,522.69,n:1
2825.9,522.69,n:1
2826.12,523.1,n:1
2826.19,523.1,n:1
2826.3,523.1,n:1
2826.9,523.1,n:1
2827.1,523.21,1:1
2827.2,523.22,1:1
2827.31,523.29,n:1
2827.32,523.29,n:1
2827.35,523.29,n:1
2827.39,523.29,n:1
2827.41,523.29,n:1
2827.49,523.29,n:1
2827.51,523.29,n:1
2827.59,523.29,n:1
2827.6,523.29,n:1
2828.1,523.31,n:1
2828.9,523.31,n:1
2829.11,523.32,1:1
2829.19,523.39,n:1
2829.9,523.39,n:1
2830.1,523.41,1:1
2830.9,523.42,n:n
2831.1,523.43,n:1
2831.9,523.43,n:1
2832.1,523.44,n:1
2832.2,523.44,n:1
2832.3,523.44,n:1
2833.11,523.45,n:1
2833.19,523.45,n:1
2833.21,523.49,n:1
2833.22,523.49,n:1
2833.24,523.49,n:1
2833.25,523.49,n:1
2833.27,523.49,n:1
2833.29,523.49,n:1
2833.3,523.49,n:1
2833.4,523.49,n:1
2834.1,523.51,1:1
2834.21,523.52,1:1
2834.29,523.59,1:1
2835.1,523.61,1:1
2835.22,523.63,n:1
2835.24,523.63,n:1
2835.25,523.63,n:1
2835.26,523.63,n:1
2835.29,523.63,n:1
2835.31,523.64,1:1
2835.39,523.65,n:n
2836.2,523.72,1:1
2836.3,523.73,1:1
2836.4,523.74,1:1
2836.5,523.79,n:1
2836.6,523.79,n:1
2836.91,523.79,n:1
2836.92,523.79,n:1
2836.99,523.79,n:1
2837.11,523.81,n:1
2837.19,523.81,n:1
2837.2,523.81,n:1
2839.11,523.83,n:1
2839.19,523.83,n:1
2839.9,523.83,n:1
2840.11,523.84,n:1
2840.19,523.84,n:1
2840.2,523.84,n:1
2840.3,523.84,n:1
2841.3,524.31,n:1
2841.5,524.31,n:1
2841.61,524.31,n:1
2841.69,524.31,n:1
2841.7,524.31,n:1
2841.8,524.31,n:1
2841.9,524.31,n:1
2842.1,523.89,n:n
2842.9,523.89,n:n
2843.1,524.32,n:1
2843.21,524.32,n:1
2843.29,524.32,n:1
2843.3,524.32,n:1
2843.9,524.32,n:1
2844.1,525.11,1:1
2844.2,525.13,1:1
2844.3,525.15,1:1
2844.4,525.19,1:1
2844.5,525.17,1:1
2845.1,525.91,n:1
2845.9,525.91,n:1
2846.1,525.95,n:1
2846.9,525.95,n:1
2847,524.91,1:1
2848,524.92,n:n
2849.1,524.93,1:1
2849.2,524.94,n:n
2849.9,524.94,n:n
2850,524.95,n:n
2852.1,524.96,n:n
2852.9,515.79,n:n
2852.9,523.42,n:n
2852.9,523.65,n:n
2852.9,523.89,n:n
2852.9,524.92,n:n
2852.9,524.94,n:n
2852.9,524.95,n:n
2852.9,524.96,n:n
2852.9,532.21,n:n
2852.9,592.22,n:n
2852.9,592.23,n:n
2852.9,592.25,n:n
2852.9,598.99,n:n
2853,524.99,1:1
2901.1,511.14,1:1
2901.21,511.11,1:1
2901.22,511.12,1:1
2901.23,511.13,n:1
2901.24,511.13,n:1
2901.29,511.19,1:1
2902.11,511.21,1:1
2902.19,511.29,n:1
2902.2,511.22,1:1
2902.3,511.23,1:1
2902.41,511.24,n:1
2902.42,511.24,n:1
2902.43,511.24,n:1
2902.44,511.24,n:1
2902.5,511.25,1:1
2902.6,511.26,1:1
2902.7,511.27,1:1
2902.9,511.29,n:1
2903.11,511.36,n:1
2903.12,511.36,n:1
2903.13,511.36,n:1
2903.14,511.36,n:1
2903.15,511.35,1:1
2903.19,511.36,n:1
2903.21,511.31,1:1
2903.22,511.32,1:1
2903.23,511.33,1:1
2903.29,511.34,1:1
2903.31,511.37,n:1
2903.39,511.37,n:1
2903.71,511.38,n:1
2903.72,511.38,n:1
2903.73,511.38,n:1
2903.74,511.38,n:1
2903.75,511.38,n:1
2903.76,511.38,n:1
2903.77,511.38,n:1
2903.78,511.38,n:1
2903.79,511.38,n:1
2903.81,511.39,n:1
2903.82,511.39,n:1
2903.89,511.39,n:1
2903.91,511.39,n:1
2903.92,511.39,n:1
2903.99,511.39,n:1
2904.1,511.4,n:1
2904.2,511.4,n:1
2904.9,511.4,n:1
2905.11,512.11,1:1
2905.12,512.12,1:1
2905.13,512.13,n:1
2905.14,512.13,n:1
2905.16,512.14,1:1
2905.17,512.19,n:1
2905.19,512.19,n:1
2905.22,512.19,n:1
2905.29,512.19,n:1
2905.31,512.21,1:1
2905.32,512.29,n:1
2905.39,512.29,n:1
2905.41,512.29,n:1
2905.42,512.23,1:1
2905.43,512.24,1:1
2905.44,512.25,1:1
2905.45,512.22,n:1
2905.49,512.29,n:1
2905.51,512.29,n:1
2905.59,512.29,n:1
2906.11,512.31,n:1
2906.12,512.31,n:1
2906.13,512.31,n:1
2906.19,512.31,n:1
2906.21,512.35,n:1
2906.29,512.35,n:1
2907.11,512.41,1:1
2907.12,512.42,1:1
2907.13,512.43,n:1
2907.15,512.43,n:1
2907.19,512.43,n:1
2907.21,512.43,n:1
2907.22,512.43,n:1
2907.23,512.43,n:1
2907.29,512.43,n:1
2908.11,512.44,n:1
2908.19,512.44,n:1
2908.91,512.44,n:1
2908.92,512.44,n:1
2908.99,512.44,n:1
2909.11,516.16,n:1
2909.19,516.16,n:1
2909.2,516.16,n:1
2909.3,516.16,n:1
2909.41,516.17,n:1
2909.43,516.17,n:1
2909.44,516.17,n:1
2909.49,516.17,n:1
2909.5,516.17,n:1
2909.6,516.17,n:1
2910.1,516.13,1:1
2910.2,516.14,1:1
2910.3,516.15,n:1
2910.4,516.15,n:1
2910.9,516.15,n:1
2911,516.12,1:1
2912.11,516.21,n:1
2912.12,516.21,n:1
2912.19,516.21,n:1
2912.21,516.22,n:1
2912.29,516.22,n:1
2912.41,516.22,n:1
2912.42,516.22,n:1
2912.49,516.22,n:1
2912.5,516.22,n:1
2912.6,516.22,n:1
2913,516.26,1:1
2914.11,516.23,1:1
2914.12,516.24,1:1
2914.13,516.25,n:1
2914.19,516.25,n:1
2914.22,516.28,n:n
2914.23,516.28,n:n
2914.29,516.27,n:n
2914.29,516.28,n:n
2914.31,516.29,n:1
2914.39,516.29,n:1
2914.4,516.29,n:1
2914.5,516.29,n:1
2914.61,516.29,n:1
2914.69,516.29,n:1
2914.7,516.29,n:1
2915.11,513.74,n:1
2915.12,513.74,n:1
2915.13,513.74,n:1
2915.21,513.71,n:1
2915.24,513.77,n:1
2915.29,513.71,n:1
2915.31,513.72,n:1
2915.32,513.72,n:1
2915.33,513.72,n:1
2915.36,513.72,n:1
2915.39,513.72,n:1
2915.4,513.77,n:1
2915.5,513.77,n:1
2915.6,513.75,1:1
2915.7,513.76,1:1
2915.9,513.77,n:1
2916.11,513.79,n:1
2916.12,513.79,n:1
2916.13,513.73,n:1
2916.14,513.73,n:1
2916.15,513.78,1:1
2916.16,513.79,n:1
2916.19,513.79,n:1
2916.2,513.79,n:1
2916.31,513.79,n:1
2916.32,513.79,n:1
2916.34,513.79,n:1
2916.39,513.79,n:1
2917.11,513.89,n:1
2917.12,513.89,n:1
2917.13,513.89,n:1
2917.14,513.81,1:1
2917.19,513.89,n:1
2917.2,513.85,1:1
2917.32,513.83,1:1
2917.33,513.89,n:1
2917.34,513.89,n:1
2917.35,513.82,1:1
2917.36,513.89,n:1
2917.37,513.84,1:1
2917.39,513.89,n:1
2918.11,513.91,n:1
2918.12,513.91,n:1
2918.13,513.91,n:1
2918.14,513.91,n:1
2918.15,513.91,n:1
2918.16,513.92,n:1
2918.18,513.92,n:1
2918.19,513.92,n:1
2918.21,513.93,n:1
2918.22,513.93,n:1
2918.23,513.93,n:1
2918.29,513.94,1:1
2918.3,513.95,1:1
2918.91,513.96,n:1
2918.99,513.96,n:1
2919.1,516.31,n:1
2919.9,516.31,n:1
2920.11,516.39,n:1
2920.19,516.39,n:1
2920.9,516.39,n:1
2921.11,514.51,n:1
2921.19,514.51,n:1
2921.21,514.52,n:1
2921.22,514.52,n:1
2921.29,514.52,n:1
2921.3,514.53,1:1
2921.41,514.54,n:1
2921.42,514.54,n:1
2921.43,514.54,n:1
2921.44,514.54,n:1
2921.45,514.54,n:1
2921.46,514.54,n:1
2921.49,514.54,n:1
2921.51,514.55,n:1
2921.59,514.55,n:1
2922.11,514.61,n:1
2922.12,514.61,n:1
2922.13,514.61,n:1
2922.14,514.61,n:1
2922.19,514.61,n:1
2922.21,514.62,n:1
2922.29,514.62,n:1
2922.31,514.63,n:1
2922.39,514.63,n:1
2922.41,514.64,n:1
2922.42,514.64,n:1
2922.43,514.65,n:1
2922.44,514.65,n:1
2922.49,514.65,n:1
2922.5,514.67,1:1
2923.1,514.81,n:1
2923.2,514.81,n:1
2923.9,514.81,n:1
2924.11,514.71,n:1
2924.12,514.71,n:1
2924.19,514.71,n:1
2924.21,514.73,1:1
2924.23,514.79,n:1
2924.24,514.79,n:1
2924.29,514.79,n:1
2925.11,514.82,n:n
2925.12,514.82,n:n
2925.19,514.82,n:n
2925.21,514.82,n:n
2925.29,514.82,n:n
2926.1,514.83,1:1
2926.2,514.84,n:1
2926.3,514.84,n:1
2926.9,514.84,n:1
2927,514.85,1:1
2928,514.86,1:1
2929.1,514.89,n:1
2929.9,514.89,n:1
2930.2,515.42,1:1
2930.3,515.43,1:1
2930.4,515.44,1:1
2930.5,515.49,n:1
2930.9,515.49,n:1
2931.1,515.5,n:1
2931.2,515.5,n:1
2931.9,515.5,n:1
2932.11,515.69,n:1
2932.12,515.69,n:1
2932.13,515.69,n:1
2932.19,515.69,n:1
2932.2,515.62,1:n
2932.2,515.63,1:n
2932.91,515.69,n:1
2932.92,515.69,n:1
2932.93,515.69,n:1
2932.94,515.69,n:1
2932.95,515.69,n:1
2932.99,515.69,n:1
2933.11,515.71,n:1
2933.19,515.71,n:1
2933.21,515.72,1:1
2933.29,515.73,n:n
2933.31,515.74,n:1
2933.32,515.74,n:1
2933.33,515.74,n:1
2933.39,515.74,n:1
2933.41,515.75,n:1
2933.49,515.75,n:1
2933.52,515.76,n:1
2933.53,515.76,n:1
2933.54,515.76,n:1
2933.55,515.76,n:1
2933.59,515.76,n:1
2933.61,515.76,n:1
2933.69,515.76,n:1
2933.71,515.61,n:1
2933.72,515.61,n:1
2933.79,515.61,n:1
2933.91,515.77,n:1
2933.99,515.77,n:1
2934.1,515.79,n:n
2934.2,515.79,n:n
2934.3,515.78,1:1
2934.91,515.79,n:n
2934.99,515.79,n:n
2935,515.8,1:1
2936.21,541.12,1:1
2936.22,541.13,n:1
2936.23,541.13,n:1
2936.24,541.13,n:1
2936.25,541.13,n:1
2936.26,541.13,n:1
2936.27,541.14,1:1
2936.28,541.15,1:1
2936.29,541.16,1:1
2936.9,541.17,1:1
2937.11,541.54,n:1
2937.12,541.54,n:1
2937.19,541.54,n:1
2937.21,541.53,n:1
2937.22,541.53,n:1
2937.23,541.53,n:1
2937.29,541.53,n:1
2937.5,541.56,1:1
2937.9,541.55,n:n
2937.9,541.59,n:n
2938.1,541.61,n:1
2938.9,541.61,n:1
2939.11,541.41,n:1
2939.19,541.41,n:1
2939.2,541.42,1:1
2939.3,541.43,1:1
2939.41,541.44,n:1
2939.42,541.44,n:1
2939.43,541.44,n:1
2939.44,541.44,n:1
2939.49,541.44,n:1
2939.51,541.45,n:1
2939.59,541.45,n:1
2939.61,541.46,n:1
2939.62,541.46,n:1
2939.63,541.46,n:1
2939.69,541.46,n:1
2939.91,541.49,n:1
2939.99,541.49,n:1
2940,516.92,1:1
2941.1,541.31,1:1
2941.2,541.32,1:1
2941.3,541.33,1:1
2941.4,541.39,n:1
2941.5,541.39,n:1
2941.9,541.39,n:1
2942,516.99,1:1
3001.2,541.62,n:1
3001.9,541.62,n:1
3002.1,514.82,n:n
3002.1,515.73,n:n
3002.1,515.79,n:n
3002.1,541.59,n:n
3002.1,541.63,n:n
3002.1,541.64,n:n
3002.1,574.19,n:n
3002.2,541.63,n:n
3002.3,541.63,n:n
3002.9,515.73,n:n
3002.9,541.63,n:n
3002.9,541.64,n:n
3003.1,542.11,1:1
3003.2,542.12,1:1
3003.31,542.21,1:1
3003.39,542.22,1:1
3003.4,542.31,1:1
3003.9,542.91,1:1
3004.1,542.13,1:1
3004.2,542.19,1:1
3004.31,542.23,1:1
3004.32,542.24,1:1
3004.39,542.29,1:1
3004.4,542.32,1:1
3004.5,542.92,1:1
3004.9,542.93,1:1
3005.1,541.91,n:1
3005.9,541.91,n:1
3006.1,541.99,n:1
3006.2,541.92,1:1
3006.3,541.93,1:1
3006.4,541.99,n:1
3006.5,541.99,n:1
3006.6,541.99,n:1
3006.7,541.99,n:1
3006.91,541.99,n:1
3006.92,541.99,n:1
3101,272.1,1:1
3102.1,562.16,1:1
3102.21,562.13,1:1
3102.29,562.12,1:1
3102.3,562.11,1:1
3102.4,562.19,n:1
3102.5,272.2,1:1
3102.6,562.14,1:1
3102.8,562.17,1:1
3102.9,562.19,n:1
3103.1,562.22,1:1
3103.9,562.29,1:1
3104.2,562.31,1:1
3104.3,562.32,1:1
3104.9,562.39,1:1
3105.1,562.96,1:1
3105.2,562.91,1:1
3105.3,562.93,1:1
3105.4,562.94,1:1
3105.51,562.95,n:1
3105.59,562.95,n:1
3105.6,562.92,1:1
3105.9,562.99,1:1
3201.1,532.21,n:n
3201.2,532.21,n:n
3201.9,532.21,n:n
3202.1,532.31,1:1
3202.9,532.32,1:1
3203,532.22,1:1
3204.11,531.11,1:1
3204.12,531.12,1:1
3204.13,531.13,1:1
3204.14,531.14,1:1
3204.15,531.15,1:1
3204.16,531.16,1:1
3204.17,531.17,1:1
3204.19,531.19,1:1
3204.2,531.21,n:1
3204.9,531.21,n:1
3205,531.22,1:1
3206.11,533.11,n:1
3206.19,533.11,n:1
3206.2,533.12,1:1
3206.41,533.14,1:1
3206.42,533.15,1:1
3206.49,533.17,1:1
3206.5,533.18,1:1
3207.1,533.51,n:1
3207.2,533.51,n:1
3207.3,533.51,n:1
3207.4,533.51,n:1
3208.1,533.42,n:1
3208.2,533.42,n:1
3208.9,533.42,n:1
3209.1,533.41,n:1
3209.9,533.41,n:1
3210,533.43,1:1
3211,533.53,1:1
3212.1,533.44,n:1
3212.9,533.44,n:1
3213.1,533.52,n:1
3213.9,533.52,n:1
3214.1,533.54,n:1
3214.9,533.54,n:1
3215.11,533.21,1:1
3215.19,533.29,1:1
3215.9,895.91,1:1
3301.12,551.31,n:1
3301.13,551.31,n:1
3301.19,551.31,n:1
3301.24,551.32,n:1
3301.25,551.32,n:1
3301.29,551.32,n:1
3301.3,551.33,1:1
3301.9,551.35,1:1
3302.1,551.41,1:1
3302.9,551.49,1:1
3303,553.1,1:1
3304.1,553.2,n:1
3304.2,553.2,n:1
3304.3,553.2,n:1
3304.91,553.2,n:1
3304.99,553.2,n:1
3305.1,553.3,n:1
3305.2,553.3,n:1
3305.3,553.3,n:1
3305.9,553.3,n:1
3306.1,553.4,n:1
3306.2,553.4,n:1
3306.9,553.4,n:1
3307.1,553.51,1:1
3307.2,553.52,1:1
3307.3,553.53,1:1
3307.41,553.54,n:1
3307.49,553.54,n:1
3307.9,553.59,1:1
3401.11,554.11,1:1
3401.19,554.15,1:1
3401.2,554.19,1:1
3401.3,554.22,n:1
3402.11,554.21,n:1
3402.12,554.21,n:1
3402.13,554.21,n:1
3402.19,554.21,n:1
3402.2,554.22,n:1
3402.9,554.23,1:1
3403.11,597.71,1:1
3403.19,597.72,1:1
3403.91,597.73,1:1
3403.99,597.74,1:1
3404.2,598.35,1:1
3404.9,598.39,1:1
3405.1,554.31,1:1
3405.2,554.32,1:1
3405.3,554.33,1:1
3405.4,554.34,1:1
3405.9,554.35,1:1
3406,899.31,1:1
3407,598.95,1:1
3501.1,592.21,1:1
3501.9,592.22,n:n
3502.11,25.3,n:1
3502.19,25.3,n:1
3502.2,592.23,n:n
3502.9,592.23,n:n
3503,592.24,1:1
3504,592.25,n:n
3505.1,592.26,1:1
3505.2,592.27,1:1
3506.1,592.29,n:1
3506.91,592.29,n:1
3506.99,592.29,n:1
3507.1,516.91,n:1
3507.9,516.91,n:1
3601,593.11,1:1
3602,593.12,1:1
3603,593.2,1:1
3604.1,593.31,1:1
3604.9,593.33,1:1
3605,899.32,1:1
3606.1,899.34,1:1
3606.9,899.39,1:1
3701.1,882.2,n:1
3701.2,882.2,n:1
3701.3,882.2,n:1
3701.91,882.2,n:1
3701.99,882.2,n:1
3702.1,882.3,n:1
3702.31,882.3,n:1
3702.32,882.3,n:1
3702.39,882.3,n:1
3702.41,882.3,n:1
3702.42,882.3,n:1
3702.43,882.3,n:1
3702.44,882.3,n:1
3702.52,882.3,n:1
3702.53,882.3,n:1
3702.54,882.3,n:1
3702.55,882.3,n:1
3702.56,882.3,n:1
3702.96,882.3,n:1
3702.97,882.3,n:1
3702.98,882.3,n:1
3703.1,882.4,n:1
3703.2,882.4,n:1
3703.9,882.4,n:1
3704,882.5,1:1
3705.1,882.6,n:1
3705.9,882.6,n:1
3706.1,883.1,1:1
3706.9,883.9,1:1
3707.1,882.1,n:1
3707.9,882.1,n:1
3801.1,598.61,n:1
3801.2,598.61,n:1
3801.3,598.61,n:1
3801.9,598.61,n:1
3802.1,598.64,1:1
3802.9,598.65,1:1
3803,598.11,1:1
3804,598.12,1:1
3805.1,598.13,n:1
3805.9,598.13,n:1
3806.1,598.14,n:1
3806.2,598.14,n:1
3806.3,598.14,n:1
3806.9,598.14,n:1
3807,598.18,1:1
3808.5,591.1,n:n
3808.5,591.2,n:n
3808.5,591.3,n:n
3808.5,591.4,n:n
3808.5,591.9,n:n
3808.91,591.1,n:n
3808.92,591.2,n:n
3808.93,591.3,n:n
3808.94,591.4,n:n
3808.99,591.9,n:n
3809.1,598.91,n:1
3809.91,598.91,n:1
3809.92,598.91,n:1
3809.93,598.91,n:1
3810.1,598.96,n:1
3810.9,598.96,n:1
3811.11,597.21,n:1
3811.19,597.21,n:1
3811.21,597.25,n:1
3811.29,597.25,n:1
3811.9,597.29,1:1
3812.1,598.63,1:1
3812.2,598.93,n:1
3812.3,598.93,n:1
3813,598.94,1:1
3814,533.55,1:1
3815.11,598.81,1:1
3815.12,598.83,1:1
3815.19,598.85,1:1
3815.9,598.89,1:1
3816,662.33,1:1
3817,598.4,1:1
3818,598.5,1:1
3819,597.31,1:1
3820,597.33,1:1
3821,598.67,1:1
3822,598.69,1:1
3823.11,512.18,n:1
3823.12,512.18,n:1
3823.13,512.18,n:1
3823.19,512.18,n:1
3823.7,512.17,1:1
3824.1,598.99,n:n
3824.3,598.99,n:n
3824.4,598.97,1:1
3824.5,598.98,1:1
3824.6,598.99,n:n
3824.71,598.99,n:n
3824.72,598.99,n:n
3824.73,598.99,n:n
3824.74,598.99,n:n
3824.75,598.99,n:n
3824.76,598.99,n:n
3824.77,598.99,n:n
3824.78,598.99,n:n
3824.79,598.99,n:n
3824.81,598.99,n:n
3824.82,598.99,n:n
3824.83,598.99,n:n
3824.9,598.99,n:n
3825.1,599.1,n:1
3825.2,599.1,n:1
3825.3,599.2,1:1
3825.41,599.3,n:1
3825.49,599.3,n:1
3825.5,599.4,1:1
3825.61,599.9,n:1
3825.69,599.9,n:1
3825.9,599.9,n:1
3826,598.99,n:n
3901.1,571.11,1:1
3901.2,571.12,1:1
3901.3,571.2,1:1
3901.9,571.9,1:1
3902.1,575.11,1:1
3902.2,575.12,1:1
3902.3,575.13,1:1
3902.9,575.19,1:1
3903.11,572.11,1:1
3903.19,572.19,1:1
3903.2,572.91,1:1
3903.3,572.92,1:1
3903.9,572.99,1:1
3904.1,573.11,1:1
3904.21,573.12,1:1
3904.22,573.13,1:1
3904.3,573.91,1:1
3904.4,573.92,1:1
3904.5,573.93,1:1
3904.61,573.94,n:1
3904.69,573.94,n:1
3904.9,573.99,1:1
3905.12,575.91,n:1
3905.19,575.91,n:1
3905.21,575.91,n:1
3905.29,575.91,n:1
3905.3,575.92,n:1
3905.91,575.92,n:1
3905.99,575.92,n:1
3906.1,575.21,1:1
3906.9,575.29,1:1
3907.1,574.11,1:1
3907.2,574.19,n:n
3907.3,574.2,1:1
3907.4,574.31,1:1
3907.5,574.32,1:1
3907.6,574.33,1:1
3907.7,574.39,n:1
3907.91,574.34,1:1
3907.99,574.39,n:1
3908.1,575.31,1:1
3908.9,575.39,1:1
3909.1,575.41,1:1
3909.2,575.42,1:1
3909.3,575.43,1:1
3909.4,575.44,1:1
3909.5,575.45,1:1
3910,575.93,1:1
3911.1,575.96,n:1
3911.9,575.96,n:1
3912.11,575.51,1:1
3912.12,575.52,1:1
3912.2,575.53,1:1
3912.31,575.54,n:1
3912.39,575.54,n:1
3912.9,575.59,1:1
3913.1,575.94,1:1
3913.9,575.95,1:1
3914,575.97,1:1
3915.1,579.1,1:1
3915.2,579.2,1:1
3915.3,579.3,1:1
3915.9,579.9,1:1
3916.1,583.1,1:1
3916.2,583.2,1:1
3916.9,583.9,1:1
3917.1,581.1,1:1
3917.21,581.2,n:1
3917.22,581.2,n:1
3917.23,581.2,n:1
3917.29,581.2,n:1
3917.31,581.3,1:1
3917.32,581.4,1:1
3917.33,581.5,1:1
3917.39,581.6,1:1
3917.4,581.7,1:1
3918.1,893.31,n:1
3918.9,893.31,n:1
3919.1,582.11,1:1
3919.9,582.19,1:1
3920.1,582.21,1:1
3920.2,582.22,1:1
3920.3,582.23,1:1
3920.43,582.24,n:1
3920.49,582.24,n:1
3920.51,582.25,n:1
3920.59,582.25,n:1
3920.61,582.26,n:1
3920.62,582.26,n:1
3920.63,582.26,n:1
3920.69,582.26,n:1
3920.71,582.28,n:1
3920.73,582.28,n:1
3920.79,582.28,n:1
3920.91,582.29,n:1
3920.92,582.29,n:1
3920.93,582.29,n:1
3920.94,582.29,n:1
3920.99,582.29,n:1
3921.11,582.91,n:1
3921.12,582.91,n:1
3921.13,582.91,n:1
3921.14,582.91,n:1
3921.19,582.91,n:1
3921.9,582.99,1:1
3922.1,893.21,n:1
3922.2,893.21,n:1
3922.9,893.21,n:1
3923.1,893.19,n:1
3923.21,893.11,n:1
3923.29,893.11,n:1
3923.3,893.19,n:1
3923.4,893.19,n:1
3923.5,893.19,n:1
3923.9,893.19,n:1
3924.1,893.32,n:1
3924.9,893.32,n:1
3925.1,893.29,n:1
3925.2,893.29,n:1
3925.3,893.29,n:1
3925.9,893.29,n:1
3926.1,893.94,1:1
3926.2,848.21,n:n
3926.3,893.95,1:1
3926.4,893.99,n:n
3926.9,893.99,n:n
4001.1,231.1,1:1
4001.21,231.21,1:1
4001.22,231.25,1:1
4001.29,231.29,1:1
4001.3,231.3,1:1
4002.11,232.11,n:1
4002.19,232.11,n:1
4002.2,232.12,1:1
4002.31,232.13,n:1
4002.39,232.13,n:1
4002.41,232.14,n:1
4002.49,232.14,n:1
4002.51,232.15,n:1
4002.59,232.15,n:1
4002.6,232.16,1:1
4002.7,232.17,1:1
4002.8,232.18,1:1
4002.91,232.19,n:1
4002.99,232.19,n:1
4003,232.21,1:1
4004,232.22,1:1
4005.1,621.11,1:1
4005.2,621.12,1:1
4005.91,621.19,n:1
4005.99,621.19,n:1
4006.1,621.21,1:1
4006.9,621.29,1:1
4007,621.31,1:1
4008.11,621.32,n:1
4008.19,621.32,n:1
4008.21,621.33,n:1
4008.29,621.33,n:1
4009.11,621.41,1:1
4009.12,621.45,n:1
4009.21,621.42,1:1
4009.22,621.45,n:1
4009.31,621.43,1:1
4009.32,621.45,n:1
4009.41,621.44,1:1
4009.42,621.45,n:1
4010.11,629.22,n:1
4010.12,629.22,n:1
4010.19,629.22,n:1
4010.31,629.21,n:1
4010.32,629.21,n:1
4010.33,629.21,n:1
4010.34,629.21,n:1
4010.35,629.21,n:1
4010.36,629.21,n:1
4010.39,629.21,n:1
4011.1,625.1,1:1
4011.2,625.2,1:1
4011.3,625.3,1:1
4011.4,625.41,1:1
4011.5,625.42,1:1
4011.61,625.51,n:1
4011.62,625.51,n:1
4011.63,625.51,n:1
4011.69,625.51,n:1
4011.92,625.59,n:1
4011.93,625.59,n:1
4011.94,625.59,n:1
4011.99,625.59,n:1
4012.11,625.92,n:1
4012.12,625.92,n:1
4012.13,625.92,n:1
4012.19,625.92,n:1
4012.2,625.93,1:1
4012.9,625.94,1:1
4013.1,625.91,n:1
4013.2,625.91,n:1
4013.9,625.91,n:1
4014.1,629.11,1:1
4014.9,629.19,1:1
4015.11,848.22,n:1
4015.19,848.22,n:1
4015.9,848.29,1:1
4016.1,629.92,1:1
4016.91,629.99,n:1
4016.92,629.99,n:1
4016.93,629.99,n:1
4016.94,629.99,n:1
4016.95,629.99,n:1
4016.99,629.99,n:1
4017,629.91,1:1
4101.2,211.21,n:n
4101.5,211.29,n:n
4101.9,211.21,n:n
4101.9,211.29,n:n
4102.1,211.6,1:1
4102.21,211.7,n:1
4102.29,211.7,n:1
4103.2,211.99,n:1
4103.3,211.99,n:1
4103.9,211.99,n:1
4104.11,611.43,n:1
4104.19,611.43,n:1
4104.41,611.44,n:1
4104.49,611.44,n:1
4105.1,611.51,n:1
4105.3,611.51,n:1
4106.21,611.61,n:1
4106.22,611.61,n:1
4106.31,611.71,n:1
4106.32,611.71,n:1
4106.4,611.72,n:1
4106.91,611.79,n:1
4106.92,611.79,n:1
4107.11,611.45,n:1
4107.12,611.45,n:1
4107.19,611.45,n:1
4107.91,611.45,n:1
4107.92,611.45,n:1
4107.99,611.45,n:1
4112,611.52,1:1
4113.1,611.62,1:1
4113.2,611.71,n:1
4113.3,611.72,n:1
4113.9,611.79,n:1
4114.1,611.81,1:1
4114.2,611.83,1:1
4115.1,611.2,1:1
4115.2,211.91,1:1
4201,612.2,1:1
4202.11,831.21,1:1
4202.12,831.22,1:1
4202.19,831.29,1:1
4202.21,831.11,1:1
4202.22,831.12,1:1
4202.29,831.19,1:1
4202.31,831.91,n:1
4202.32,831.91,n:1
4202.39,831.91,n:1
4202.91,831.99,n:1
4202.92,831.99,n:1
4202.99,831.99,n:1
4203.1,848.11,1:1
4203.21,894.77,1:1
4203.29,848.12,1:1
4203.3,848.13,1:1
4203.4,848.19,1:1
4205,612.9,1:1
4206,899.91,1:1
4301.1,212.1,1:1
4301.3,212.22,1:1
4301.6,212.25,1:1
4301.8,212.29,1:1
4301.9,212.3,1:1
4302.11,613.11,1:1
4302.19,613.19,1:1
4302.2,613.2,1:1
4302.3,613.3,1:1
4303.1,848.31,n:1
4303.9,848.31,n:1
4304,848.32,1:1
4401.1,245.01,1:1
4401.21,246.11,1:1
4401.22,246.15,1:1
4401.31,246.2,n:1
4401.39,246.2,n:1
4402.1,245.02,n:1
4402.9,245.02,n:1
4403.1,247.3,1:1
4403.2,247.4,1:1
4403.41,247.5,n:1
4403.49,247.5,n:1
4403.91,247.9,n:1
4403.92,247.9,n:1
4403.99,247.9,n:1
4404.1,634.91,n:1
4404.2,634.91,n:1
4405,634.93,1:1
4406.1,248.11,1:1
4406.9,248.19,1:1
4407.1,248.2,1:1
4407.21,248.4,n:1
4407.22,248.4,n:1
4407.25,248.4,n:1
4407.26,248.4,n:1
4407.27,248.4,n:1
4407.28,248.4,n:1
